Geo_FIPS,Geo_NAME,Geo_QName,Geo_STATE,Geo_COUNTY,Geo_TRACT,Geo_BLKGRP,Geo_GEOID,Percentage of below 18,Percentage of above 65,Percentage of non white pop,Percentage of less than HS,Percentage of unemployment,MHI,Population Density (Per Sq. Mile)
06037430801,Census Tract 4308.01,"Census Tract 4308.01, Los Angeles County, California",06,037,430801,,14000US06037430801,0.25,0.09,0.79,0.05,0.08,90408,10602.48
06037430802,Census Tract 4308.02,"Census Tract 4308.02, Los Angeles County, California",06,037,430802,,14000US06037430802,0.23,0.2,0.78,0.11,0.03,102500,6401.916
06037430803,Census Tract 4308.03,"Census Tract 4308.03, Los Angeles County, California",06,037,430803,,14000US06037430803,0.22,0.25,0.67,0.06,0.04,94315,6134.016
06037430901,Census Tract 4309.01,"Census Tract 4309.01, Los Angeles County, California",06,037,430901,,14000US06037430901,0.21,0.13,0.4,0.12,0.07,64583,10046.93
06037430902,Census Tract 4309.02,"Census Tract 4309.02, Los Angeles County, California",06,037,430902,,14000US06037430902,0.16,0.14,0.52,0.11,0.07,83853,9956.194
06037431001,Census Tract 4310.01,"Census Tract 4310.01, Los Angeles County, California",06,037,431001,,14000US06037431001,0.24,0.1,0.31,0.11,0.07,71066,11282.97
06037431002,Census Tract 4310.02,"Census Tract 4310.02, Los Angeles County, California",06,037,431002,,14000US06037431002,0.19,0.22,0.32,0.06,0.09,52813,6060.46
06037431100,Census Tract 4311,"Census Tract 4311, Los Angeles County, California",06,037,431100,,14000US06037431100,0.25,0.07,0.44,0.16,0.06,78427,5804.344
06037431200,Census Tract 4312,"Census Tract 4312, Los Angeles County, California",06,037,431200,,14000US06037431200,0.21,0.11,0.56,0.29,0.07,63750,11186.6
06037431300,Census Tract 4313,"Census Tract 4313, Los Angeles County, California",06,037,431300,,14000US06037431300,0.2,0.15,0.41,0.08,0.04,92125,8549.043
06037431400,Census Tract 4314,"Census Tract 4314, Los Angeles County, California",06,037,431400,,14000US06037431400,0.18,0.2,0.69,0.13,0.05,86538,6829.496
06037431501,Census Tract 4315.01,"Census Tract 4315.01, Los Angeles County, California",06,037,431501,,14000US06037431501,0.17,0.22,0.73,0.15,0.03,64244,11228.4
06037431502,Census Tract 4315.02,"Census Tract 4315.02, Los Angeles County, California",06,037,431502,,14000US06037431502,0.23,0.15,0.6,0.1,0.03,62531,6564.746
06037431600,Census Tract 4316,"Census Tract 4316, Los Angeles County, California",06,037,431600,,14000US06037431600,0.19,0.27,0.76,0.07,0.03,107386,5267.522
06037431700,Census Tract 4317,"Census Tract 4317, Los Angeles County, California",06,037,431700,,14000US06037431700,0.16,0.25,0.84,0.12,0.02,108106,4909.596
06037431800,Census Tract 4318,"Census Tract 4318, Los Angeles County, California",06,037,431800,,14000US06037431800,0.18,0.24,0.69,0.13,0.05,73548,9876.891
06037431900,Census Tract 4319,"Census Tract 4319, Los Angeles County, California",06,037,431900,,14000US06037431900,0.22,0.15,0.75,0.11,0.04,61146,10659.04
06037432000,Census Tract 4320,"Census Tract 4320, Los Angeles County, California",06,037,432000,,14000US06037432000,0.2,0.22,0.76,0.16,0.01,78083,8794.603
06037432101,Census Tract 4321.01,"Census Tract 4321.01, Los Angeles County, California",06,037,432101,,14000US06037432101,0.19,0.2,0.71,0.16,0.05,91607,9064.051
06037432102,Census Tract 4321.02,"Census Tract 4321.02, Los Angeles County, California",06,037,432102,,14000US06037432102,0.23,0.16,0.77,0.12,0.02,92782,8210.853
06037432201,Census Tract 4322.01,"Census Tract 4322.01, Los Angeles County, California",06,037,432201,,14000US06037432201,0.2,0.2,0.85,0.23,0.03,69662,10098.14
06037432202,Census Tract 4322.02,"Census Tract 4322.02, Los Angeles County, California",06,037,432202,,14000US06037432202,0.21,0.2,0.86,0.28,0.02,66154,8377.193
06037432300,Census Tract 4323,"Census Tract 4323, Los Angeles County, California",06,037,432300,,14000US06037432300,0.22,0.13,0.67,0.36,0.06,54155,5774.106
06037432401,Census Tract 4324.01,"Census Tract 4324.01, Los Angeles County, California",06,037,432401,,14000US06037432401,0.2,0.17,0.65,0.35,0.04,52500,9144.602
06037432402,Census Tract 4324.02,"Census Tract 4324.02, Los Angeles County, California",06,037,432402,,14000US06037432402,0.23,0.16,0.71,0.39,0.03,57889,12022.02
06037432500,Census Tract 4325,"Census Tract 4325, Los Angeles County, California",06,037,432500,,14000US06037432500,0.17,0.18,0.6,0.29,0.03,51353,8112.298
06037432601,Census Tract 4326.01,"Census Tract 4326.01, Los Angeles County, California",06,037,432601,,14000US06037432601,0.17,0.14,0.63,0.36,0.05,67760,13292.21
06037432602,Census Tract 4326.02,"Census Tract 4326.02, Los Angeles County, California",06,037,432602,,14000US06037432602,0.19,0.13,0.68,0.25,0.03,65321,11805.3
06037432700,Census Tract 4327,"Census Tract 4327, Los Angeles County, California",06,037,432700,,14000US06037432700,0.32,0.12,0.48,0.41,0.11,52882,8198.751
06037432801,Census Tract 4328.01,"Census Tract 4328.01, Los Angeles County, California",06,037,432801,,14000US06037432801,0.15,0.34,0.79,0.44,0.03,23466,9152.537
06037432802,Census Tract 4328.02,"Census Tract 4328.02, Los Angeles County, California",06,037,432802,,14000US06037432802,0.29,0.07,0.53,0.44,0.15,39474,22219.96
06037432901,Census Tract 4329.01,"Census Tract 4329.01, Los Angeles County, California",06,037,432901,,14000US06037432901,0.16,0.15,0.86,0.28,0.03,59417,8507.15
06037432902,Census Tract 4329.02,"Census Tract 4329.02, Los Angeles County, California",06,037,432902,,14000US06037432902,0.17,0.24,0.77,0.26,0.06,72455,7913.489
06037433101,Census Tract 4331.01,"Census Tract 4331.01, Los Angeles County, California",06,037,433101,,14000US06037433101,0.17,0.23,0.64,0.43,0.08,45000,4282.256
06037433102,Census Tract 4331.02,"Census Tract 4331.02, Los Angeles County, California",06,037,433102,,14000US06037433102,0.19,0.15,0.79,0.51,0.05,46800,20981.6
06037433200,Census Tract 4332,"Census Tract 4332, Los Angeles County, California",06,037,433200,,14000US06037433200,0.24,0.15,0.64,0.48,0.08,50570,9115.514
06037433302,Census Tract 4333.02,"Census Tract 4333.02, Los Angeles County, California",06,037,433302,,14000US06037433302,0.29,0.14,0.51,0.54,0.01,34500,4616.299
06037433304,Census Tract 4333.04,"Census Tract 4333.04, Los Angeles County, California",06,037,433304,,14000US06037433304,0.24,0.13,0.57,0.43,0.06,36250,16606.04
06037433305,Census Tract 4333.05,"Census Tract 4333.05, Los Angeles County, California",06,037,433305,,14000US06037433305,0.24,0.1,0.66,0.42,0.04,44390,23182.35
06037433306,Census Tract 4333.06,"Census Tract 4333.06, Los Angeles County, California",06,037,433306,,14000US06037433306,0.22,0.12,0.56,0.36,0.04,57803,18701.22
06037433307,Census Tract 4333.07,"Census Tract 4333.07, Los Angeles County, California",06,037,433307,,14000US06037433307,0.23,0.11,0.64,0.37,0.04,60673,19225.46
06037433401,Census Tract 4334.01,"Census Tract 4334.01, Los Angeles County, California",06,037,433401,,14000US06037433401,0.25,0.1,0.58,0.54,0.06,49115,17494.57
06037433402,Census Tract 4334.02,"Census Tract 4334.02, Los Angeles County, California",06,037,433402,,14000US06037433402,0.23,0.11,0.55,0.44,0.08,48547,21356.55
06037433403,Census Tract 4334.03,"Census Tract 4334.03, Los Angeles County, California",06,037,433403,,14000US06037433403,0.29,0.07,0.65,0.48,0.07,45967,17889.94
06037433501,Census Tract 4335.01,"Census Tract 4335.01, Los Angeles County, California",06,037,433501,,14000US06037433501,0.23,0.14,0.56,0.52,0.12,36703,4309.199
06037433503,Census Tract 4335.03,"Census Tract 4335.03, Los Angeles County, California",06,037,433503,,14000US06037433503,0.31,0.1,0.56,0.54,0.06,60080,10673.93
06037433504,Census Tract 4335.04,"Census Tract 4335.04, Los Angeles County, California",06,037,433504,,14000US06037433504,0.31,0.09,0.67,0.49,0.05,36811,13574.58
06037433601,Census Tract 4336.01,"Census Tract 4336.01, Los Angeles County, California",06,037,433601,,14000US06037433601,0.17,0.18,0.87,0.32,0.06,66174,11683.88
06037433602,Census Tract 4336.02,"Census Tract 4336.02, Los Angeles County, California",06,037,433602,,14000US06037433602,0.21,0.19,0.89,0.37,0.02,52464,8090.299
06037433700,Census Tract 4337,"Census Tract 4337, Los Angeles County, California",06,037,433700,,14000US06037433700,0.21,0.15,0.48,0.44,0.05,60724,3048.046
06037433801,Census Tract 4338.01,"Census Tract 4338.01, Los Angeles County, California",06,037,433801,,14000US06037433801,0.29,0.09,0.55,0.44,0.04,49720,9797.742
06037433802,Census Tract 4338.02,"Census Tract 4338.02, Los Angeles County, California",06,037,433802,,14000US06037433802,0.2,0.16,0.51,0.26,0.05,71645,1481.86
06037433901,Census Tract 4339.01,"Census Tract 4339.01, Los Angeles County, California",06,037,433901,,14000US06037433901,0.28,0.06,0.53,0.52,0.1,41779,21670.38
06037433902,Census Tract 4339.02,"Census Tract 4339.02, Los Angeles County, California",06,037,433902,,14000US06037433902,0.22,0.18,0.53,0.4,0.03,53205,11632.45
06037434001,Census Tract 4340.01,"Census Tract 4340.01, Los Angeles County, California",06,037,434001,,14000US06037434001,0.29,0.09,0.49,0.42,0.09,52436,10335.9
06037434003,Census Tract 4340.03,"Census Tract 4340.03, Los Angeles County, California",06,037,434003,,14000US06037434003,0.24,0.12,0.51,0.45,0.09,53125,12470.89
06037434004,Census Tract 4340.04,"Census Tract 4340.04, Los Angeles County, California",06,037,434004,,14000US06037434004,0.24,0.09,0.53,0.28,0.07,64443,11500.71
06037460000,Census Tract 4600,"Census Tract 4600, Los Angeles County, California",06,037,460000,,14000US06037460000,0.16,0.25,0.34,0.05,0.06,129393,1694.134
06037460100,Census Tract 4601,"Census Tract 4601, Los Angeles County, California",06,037,460100,,14000US06037460100,0.15,0.22,0.34,0.04,0.05,131477,2828.92
06037460200,Census Tract 4602,"Census Tract 4602, Los Angeles County, California",06,037,460200,,14000US06037460200,0.19,0.2,0.59,0.06,0.05,101875,4752.737
06037460301,Census Tract 4603.01,"Census Tract 4603.01, Los Angeles County, California",06,037,460301,,14000US06037460301,0.23,0.16,0.53,0.07,0.07,110714,2558.347
06037460302,Census Tract 4603.02,"Census Tract 4603.02, Los Angeles County, California",06,037,460302,,14000US06037460302,0.24,0.18,0.5,0.16,0.07,68306,8340.363
06037460401,Census Tract 4604.01,"Census Tract 4604.01, Los Angeles County, California",06,037,460401,,14000US06037460401,0.23,0.16,0.62,0.21,0.04,100417,485.6853
06037460501,Census Tract 4605.01,"Census Tract 4605.01, Los Angeles County, California",06,037,460501,,14000US06037460501,0.25,0.21,0.45,0.03,0.04,189107,1930.695
06037460502,Census Tract 4605.02,"Census Tract 4605.02, Los Angeles County, California",06,037,460502,,14000US06037460502,0.26,0.16,0.46,0.01,0.05,163438,4237.431
06037460600,Census Tract 4606,"Census Tract 4606, Los Angeles County, California",06,037,460600,,14000US06037460600,0.26,0.17,0.3,0.01,0.02,170648,2703.624
06037460700,Census Tract 4607,"Census Tract 4607, Los Angeles County, California",06,037,460700,,14000US06037460700,0.28,0.19,0.34,0.02,0.02,210208,1789.767
06037460800,Census Tract 4608,"Census Tract 4608, Los Angeles County, California",06,037,460800,,14000US06037460800,0.2,0.3,0.23,0.02,0.02,212639,1200.165
06037460900,Census Tract 4609,"Census Tract 4609, Los Angeles County, California",06,037,460900,,14000US06037460900,0.22,0.13,0.68,0.2,0.04,79101,7164.996
06037461000,Census Tract 4610,"Census Tract 4610, Los Angeles County, California",06,037,461000,,14000US06037461000,0.19,0.14,0.67,0.17,0.07,77569,8853.151
06037461100,Census Tract 4611,"Census Tract 4611, Los Angeles County, California",06,037,461100,,14000US06037461100,0.22,0.16,0.58,0.17,0.04,90444,7198.404
06037461200,Census Tract 4612,"Census Tract 4612, Los Angeles County, California",06,037,461200,,14000US06037461200,0.16,0.22,0.25,0.07,0.04,129974,4779.305
06037461300,Census Tract 4613,"Census Tract 4613, Los Angeles County, California",06,037,461300,,14000US06037461300,0.2,0.2,0.26,0.13,0.05,82847,9089.36
06037461400,Census Tract 4614,"Census Tract 4614, Los Angeles County, California",06,037,461400,,14000US06037461400,0.19,0.16,0.31,0.13,0.02,60435,7948.196
06037461501,Census Tract 4615.01,"Census Tract 4615.01, Los Angeles County, California",06,037,461501,,14000US06037461501,0.23,0.14,0.56,0.09,0.09,83387,10243.19
06037461502,Census Tract 4615.02,"Census Tract 4615.02, Los Angeles County, California",06,037,461502,,14000US06037461502,0.19,0.18,0.6,0.25,0.03,62769,14187.25
06037461600,Census Tract 4616,"Census Tract 4616, Los Angeles County, California",06,037,461600,,14000US06037461600,0.26,0.11,0.66,0.28,0.03,71250,9511.094
06037461700,Census Tract 4617,"Census Tract 4617, Los Angeles County, California",06,037,461700,,14000US06037461700,0.16,0.33,0.31,0.04,0.08,123854,1809.402
06037461901,Census Tract 4619.01,"Census Tract 4619.01, Los Angeles County, California",06,037,461901,,14000US06037461901,0.18,0.09,0.59,0.26,0.07,52000,14886.77
06037461902,Census Tract 4619.02,"Census Tract 4619.02, Los Angeles County, California",06,037,461902,,14000US06037461902,0.04,0.15,0.54,0.07,0.06,31164,5584.149
06037462001,Census Tract 4620.01,"Census Tract 4620.01, Los Angeles County, California",06,037,462001,,14000US06037462001,0.24,0.07,0.72,0.45,0.04,61964,22574.19
06037462002,Census Tract 4620.02,"Census Tract 4620.02, Los Angeles County, California",06,037,462002,,14000US06037462002,0.26,0.08,0.78,0.43,0.03,30982,20470.39
06037462100,Census Tract 4621,"Census Tract 4621, Los Angeles County, California",06,037,462100,,14000US06037462100,0.22,0.11,0.63,0.2,0.04,61417,14260.93
06037462201,Census Tract 4622.01,"Census Tract 4622.01, Los Angeles County, California",06,037,462201,,14000US06037462201,0.17,0.23,0.51,0.15,0.04,40038,19013.17
06037462202,Census Tract 4622.02,"Census Tract 4622.02, Los Angeles County, California",06,037,462202,,14000US06037462202,0.11,0.12,0.51,0.04,0.07,64388,12647.81
06037462301,Census Tract 4623.01,"Census Tract 4623.01, Los Angeles County, California",06,037,462301,,14000US06037462301,0.24,0.1,0.56,0.19,0.07,57898,21560.1
06037462302,Census Tract 4623.02,"Census Tract 4623.02, Los Angeles County, California",06,037,462302,,14000US06037462302,0.12,0.11,0.56,0.06,0.05,68102,11871.63
06037462400,Census Tract 4624,"Census Tract 4624, Los Angeles County, California",06,037,462400,,14000US06037462400,0.18,0.17,0.35,0.07,0.04,91116,7824.605
06037462500,Census Tract 4625,"Census Tract 4625, Los Angeles County, California",06,037,462500,,14000US06037462500,0.19,0.2,0.3,0.1,0.03,92743,6570.033
06037462600,Census Tract 4626,"Census Tract 4626, Los Angeles County, California",06,037,462600,,14000US06037462600,0.21,0.21,0.29,0.07,0.03,148393,5315.192
06037462700,Census Tract 4627,"Census Tract 4627, Los Angeles County, California",06,037,462700,,14000US06037462700,0.18,0.14,0.51,0.11,0.03,80294,8367.156
06037462800,Census Tract 4628,"Census Tract 4628, Los Angeles County, California",06,037,462800,,14000US06037462800,0.22,0.13,0.45,0.08,0.03,81424,6500.886
06037462900,Census Tract 4629,"Census Tract 4629, Los Angeles County, California",06,037,462900,,14000US06037462900,0.22,0.16,0.29,0.04,0.03,138611,4151.699
06037463000,Census Tract 4630,"Census Tract 4630, Los Angeles County, California",06,037,463000,,14000US06037463000,0.21,0.17,0.42,0.04,0.06,116181,3799.307
06037463101,Census Tract 4631.01,"Census Tract 4631.01, Los Angeles County, California",06,037,463101,,14000US06037463101,0.17,0.17,0.49,0.11,0.02,96618,5412.816
06037463102,Census Tract 4631.02,"Census Tract 4631.02, Los Angeles County, California",06,037,463102,,14000US06037463102,0.25,0.18,0.51,0.13,0.02,84182,4013.33
06037463200,Census Tract 4632,"Census Tract 4632, Los Angeles County, California",06,037,463200,,14000US06037463200,0.15,0.23,0.51,0.06,0.03,109583,5667.478
06037463300,Census Tract 4633,"Census Tract 4633, Los Angeles County, California",06,037,463300,,14000US06037463300,0.16,0.2,0.45,0.08,0.04,101964,7722.742
06037463400,Census Tract 4634,"Census Tract 4634, Los Angeles County, California",06,037,463400,,14000US06037463400,0.15,0.15,0.52,0.03,0.03,93433,7772.349
06037463500,Census Tract 4635,"Census Tract 4635, Los Angeles County, California",06,037,463500,,14000US06037463500,0.12,0.09,0.42,0,0.04,95339,9211.291
06037463601,Census Tract 4636.01,"Census Tract 4636.01, Los Angeles County, California",06,037,463601,,14000US06037463601,0.11,0.13,0.46,0.01,0.02,81782,16709.56
06037463602,Census Tract 4636.02,"Census Tract 4636.02, Los Angeles County, California",06,037,463602,,14000US06037463602,0.14,0.12,0.51,0.04,0.02,83065,16912.2
06037463700,Census Tract 4637,"Census Tract 4637, Los Angeles County, California",06,037,463700,,14000US06037463700,0.12,0.23,0.32,0.02,0.03,136389,4710.677
06037463800,Census Tract 4638,"Census Tract 4638, Los Angeles County, California",06,037,463800,,14000US06037463800,0.24,0.23,0.28,0.02,0.04,158438,3703.462
06037463900,Census Tract 4639,"Census Tract 4639, Los Angeles County, California",06,037,463900,,14000US06037463900,0.12,0.35,0.32,0.06,0.07,104260,4548.614
06037464000,Census Tract 4640,"Census Tract 4640, Los Angeles County, California",06,037,464000,,14000US06037464000,0.16,0.18,0.42,0.03,0.07,107438,4634.208
06037464100,Census Tract 4641,"Census Tract 4641, Los Angeles County, California",06,037,464100,,14000US06037464100,0.23,0.21,0.65,0.02,0.02,168438,2944.937
06037464200,Census Tract 4642,"Census Tract 4642, Los Angeles County, California",06,037,464200,,14000US06037464200,0.23,0.2,0.73,0.02,0.02,161979,4505.898
06037480002,Census Tract 4800.02,"Census Tract 4800.02, Los Angeles County, California",06,037,480002,,14000US06037480002,0.19,0.23,0.63,0.07,0.02,109625,6904.683
06037480011,Census Tract 4800.11,"Census Tract 4800.11, Los Angeles County, California",06,037,480011,,14000US06037480011,0.24,0.12,0.74,0.2,0.04,63446,12973.65
06037480012,Census Tract 4800.12,"Census Tract 4800.12, Los Angeles County, California",06,037,480012,,14000US06037480012,0.22,0.17,0.75,0.12,0.01,84234,10044.02
06037480101,Census Tract 4801.01,"Census Tract 4801.01, Los Angeles County, California",06,037,480101,,14000US06037480101,0.18,0.18,0.84,0.13,0.07,74896,8500.242
06037480102,Census Tract 4801.02,"Census Tract 4801.02, Los Angeles County, California",06,037,480102,,14000US06037480102,0.19,0.19,0.71,0.11,0.07,75216,9460.529
06037480201,Census Tract 4802.01,"Census Tract 4802.01, Los Angeles County, California",06,037,480201,,14000US06037480201,0.19,0.22,0.57,0.08,0.05,113393,6410.409
06037480202,Census Tract 4802.02,"Census Tract 4802.02, Los Angeles County, California",06,037,480202,,14000US06037480202,0.28,0.18,0.7,0.05,0.03,100875,4357.824
06037480302,Census Tract 4803.02,"Census Tract 4803.02, Los Angeles County, California",06,037,480302,,14000US06037480302,0.15,0.17,0.66,0.12,0.01,75326,11519.12
06037480303,Census Tract 4803.03,"Census Tract 4803.03, Los Angeles County, California",06,037,480303,,14000US06037480303,0.2,0.12,0.8,0.17,0.05,51667,23529.65
06037480304,Census Tract 4803.04,"Census Tract 4803.04, Los Angeles County, California",06,037,480304,,14000US06037480304,0.15,0.15,0.84,0.17,0.03,50280,26728
06037480400,Census Tract 4804,"Census Tract 4804, Los Angeles County, California",06,037,480400,,14000US06037480400,0.16,0.21,0.7,0.09,0.03,66389,11157.41
06037480500,Census Tract 4805,"Census Tract 4805, Los Angeles County, California",06,037,480500,,14000US06037480500,0.2,0.17,0.36,0.01,0,120521,6266.758
06037480600,Census Tract 4806,"Census Tract 4806, Los Angeles County, California",06,037,480600,,14000US06037480600,0.26,0.12,0.4,0.04,0.05,92837,8925.617
06037480702,Census Tract 4807.02,"Census Tract 4807.02, Los Angeles County, California",06,037,480702,,14000US06037480702,0.22,0.19,0.55,0.04,0.03,153487,5098.835
06037480703,Census Tract 4807.03,"Census Tract 4807.03, Los Angeles County, California",06,037,480703,,14000US06037480703,0.27,0.12,0.47,0.07,0.07,122188,8249.191
06037480704,Census Tract 4807.04,"Census Tract 4807.04, Los Angeles County, California",06,037,480704,,14000US06037480704,0.27,0.11,0.5,0.04,0.04,82159,11186.7
06037480802,Census Tract 4808.02,"Census Tract 4808.02, Los Angeles County, California",06,037,480802,,14000US06037480802,0.13,0.23,0.73,0.2,0.04,68145,4780.141
06037480803,Census Tract 4808.03,"Census Tract 4808.03, Los Angeles County, California",06,037,480803,,14000US06037480803,0.17,0.15,0.64,0.12,0.05,76156,8776.387
06037480804,Census Tract 4808.04,"Census Tract 4808.04, Los Angeles County, California",06,037,480804,,14000US06037480804,0.21,0.12,0.79,0.13,0.03,66625,15112.24
06037480901,Census Tract 4809.01,"Census Tract 4809.01, Los Angeles County, California",06,037,480901,,14000US06037480901,0.18,0.14,0.83,0.19,0.06,57802,14719.34
06037480902,Census Tract 4809.02,"Census Tract 4809.02, Los Angeles County, California",06,037,480902,,14000US06037480902,0.26,0.11,0.76,0.22,0.06,50127,20425.35
06037480903,Census Tract 4809.03,"Census Tract 4809.03, Los Angeles County, California",06,037,480903,,14000US06037480903,0.18,0.18,0.82,0.35,0.04,67039,10465.29
06037481001,Census Tract 4810.01,"Census Tract 4810.01, Los Angeles County, California",06,037,481001,,14000US06037481001,0.13,0.31,0.78,0.22,0.05,51591,10780.46
