Geo_FIPS,Geo_NAME,Geo_QName,Geo_STATE,Geo_COUNTY,Geo_TRACT,Geo_BLKGRP,Geo_GEOID,Percentage of below 18,Percentage of above 65,Percentage of non white pop,Percentage of less than HS,Percentage of unemployment,MHI,Population Density (Per Sq. Mile)
06037195902,Census Tract 1959.02,"Census Tract 1959.02, Los Angeles County, California",06,037,195902,,14000US06037195902,0.12,0.07,0.38,0.05,0.05,68875,14560.1
06037195903,Census Tract 1959.03,"Census Tract 1959.03, Los Angeles County, California",06,037,195903,,14000US06037195903,0.11,0.1,0.51,0.18,0.04,52446,21843.95
06037197200,Census Tract 1972,"Census Tract 1972, Los Angeles County, California",06,037,197200,,14000US06037197200,0.18,0.16,0.68,0.27,0.01,59719,13605.76
06037197300,Census Tract 1973,"Census Tract 1973, Los Angeles County, California",06,037,197300,,14000US06037197300,0.09,0.12,0.42,0.14,0.03,83843,16040.83
06037197410,Census Tract 1974.10,"Census Tract 1974.10, Los Angeles County, California",06,037,197410,,14000US06037197410,0.16,0.12,0.3,0.11,0.04,100556,8050.784
06037197420,Census Tract 1974.20,"Census Tract 1974.20, Los Angeles County, California",06,037,197420,,14000US06037197420,0.15,0.11,0.57,0.23,0.06,65438,14995.18
06037197500,Census Tract 1975,"Census Tract 1975, Los Angeles County, California",06,037,197500,,14000US06037197500,0.15,0.09,0.55,0.21,0.06,75571,17428.01
06037197600,Census Tract 1976,"Census Tract 1976, Los Angeles County, California",06,037,197600,,14000US06037197600,0.11,0.09,0.56,0.19,0.05,74038,14447.37
06037197700,Census Tract 1977,"Census Tract 1977, Los Angeles County, California",06,037,197700,,14000US06037197700,0.15,0.14,0.66,0.29,0.05,54759,19678.55
06037199000,Census Tract 1990,"Census Tract 1990, Los Angeles County, California",06,037,199000,,14000US06037199000,0.23,0.12,0.68,0.37,0.06,57625,9302.494
06037199110,Census Tract 1991.10,"Census Tract 1991.10, Los Angeles County, California",06,037,199110,,14000US06037199110,0.23,0.16,0.64,0.41,0.13,59395,7767.308
06037199120,Census Tract 1991.20,"Census Tract 1991.20, Los Angeles County, California",06,037,199120,,14000US06037199120,0.25,0.15,0.61,0.4,0.13,38970,12387.91
06037199201,Census Tract 1992.01,"Census Tract 1992.01, Los Angeles County, California",06,037,199201,,14000US06037199201,0.25,0.1,0.82,0.39,0.14,34277,23986.71
06037199202,Census Tract 1992.02,"Census Tract 1992.02, Los Angeles County, California",06,037,199202,,14000US06037199202,0.2,0.12,0.56,0.33,0.11,67257,8561.688
06037199300,Census Tract 1993,"Census Tract 1993, Los Angeles County, California",06,037,199300,,14000US06037199300,0.17,0.15,0.56,0.3,0.1,81172,4266.984
06037199400,Census Tract 1994,"Census Tract 1994, Los Angeles County, California",06,037,199400,,14000US06037199400,0.2,0.11,0.69,0.42,0.1,44637,18397.44
06037199700,Census Tract 1997,"Census Tract 1997, Los Angeles County, California",06,037,199700,,14000US06037199700,0.18,0.16,0.67,0.35,0.04,42614,8465.477
06037199800,Census Tract 1998,"Census Tract 1998, Los Angeles County, California",06,037,199800,,14000US06037199800,0.26,0.15,0.79,0.51,0.09,37755,23177.37
06037199900,Census Tract 1999,"Census Tract 1999, Los Angeles County, California",06,037,199900,,14000US06037199900,0.24,0.15,0.72,0.5,0.11,39184,15738.28
06037201110,Census Tract 2011.10,"Census Tract 2011.10, Los Angeles County, California",06,037,201110,,14000US06037201110,0.16,0.16,0.51,0.28,0.02,67059,5484.405
06037201120,Census Tract 2011.20,"Census Tract 2011.20, Los Angeles County, California",06,037,201120,,14000US06037201120,0.26,0.12,0.65,0.27,0.09,68667,13548.78
06037201200,Census Tract 2012,"Census Tract 2012, Los Angeles County, California",06,037,201200,,14000US06037201200,0.24,0.12,0.55,0.42,0.07,46976,16995.57
06037201301,Census Tract 2013.01,"Census Tract 2013.01, Los Angeles County, California",06,037,201301,,14000US06037201301,0.24,0.14,0.6,0.4,0.05,59955,13449.48
06037201302,Census Tract 2013.02,"Census Tract 2013.02, Los Angeles County, California",06,037,201302,,14000US06037201302,0.13,0.17,0.73,0.12,0.03,91250,11336.92
06037201401,Census Tract 2014.01,"Census Tract 2014.01, Los Angeles County, California",06,037,201401,,14000US06037201401,0.23,0.12,0.67,0.32,0.06,51212,9499.659
06037201402,Census Tract 2014.02,"Census Tract 2014.02, Los Angeles County, California",06,037,201402,,14000US06037201402,0.2,0.21,0.64,0.39,0.06,55352,6664.319
06037201501,Census Tract 2015.01,"Census Tract 2015.01, Los Angeles County, California",06,037,201501,,14000US06037201501,0.22,0.13,0.62,0.33,0.09,60088,15640.57
06037201503,Census Tract 2015.03,"Census Tract 2015.03, Los Angeles County, California",06,037,201503,,14000US06037201503,0.27,0.11,0.66,0.32,0.07,51433,19830.39
06037201504,Census Tract 2015.04,"Census Tract 2015.04, Los Angeles County, California",06,037,201504,,14000US06037201504,0.22,0.16,0.65,0.39,0.09,53750,16186.46
06037201601,Census Tract 2016.01,"Census Tract 2016.01, Los Angeles County, California",06,037,201601,,14000US06037201601,0.2,0.15,0.67,0.27,0.16,55795,11133.23
06037201602,Census Tract 2016.02,"Census Tract 2016.02, Los Angeles County, California",06,037,201602,,14000US06037201602,0.2,0.16,0.63,0.37,0.11,55909,7193.297
06037201700,Census Tract 2017,"Census Tract 2017, Los Angeles County, California",06,037,201700,,14000US06037201700,0.17,0.08,0.55,0.23,0.12,64769,8426.73
06037203100,Census Tract 2031,"Census Tract 2031, Los Angeles County, California",06,037,203100,,14000US06037203100,0.31,0.1,0.44,0.53,0.09,33179,17719.7
06037203200,Census Tract 2032,"Census Tract 2032, Los Angeles County, California",06,037,203200,,14000US06037203200,0.33,0.08,0.48,0.43,0.05,56161,28586.23
06037203300,Census Tract 2033,"Census Tract 2033, Los Angeles County, California",06,037,203300,,14000US06037203300,0.43,0.08,0.49,0.52,0.12,39750,3478.801
06037203500,Census Tract 2035,"Census Tract 2035, Los Angeles County, California",06,037,203500,,14000US06037203500,0.25,0.13,0.4,0.33,0.04,41444,4608.726
06037203600,Census Tract 2036,"Census Tract 2036, Los Angeles County, California",06,037,203600,,14000US06037203600,0.25,0.09,0.33,0.51,0.03,49922,24692.31
06037203710,Census Tract 2037.10,"Census Tract 2037.10, Los Angeles County, California",06,037,203710,,14000US06037203710,0.29,0.1,0.33,0.55,0.03,46840,30025.17
06037203720,Census Tract 2037.20,"Census Tract 2037.20, Los Angeles County, California",06,037,203720,,14000US06037203720,0.32,0.08,0.45,0.51,0.06,37917,32850.63
06037203800,Census Tract 2038,"Census Tract 2038, Los Angeles County, California",06,037,203800,,14000US06037203800,0.27,0.11,0.49,0.45,0.07,45108,25661.23
06037203900,Census Tract 2039,"Census Tract 2039, Los Angeles County, California",06,037,203900,,14000US06037203900,0.25,0.11,0.45,0.45,0.06,57054,19347.39
06037204110,Census Tract 2041.10,"Census Tract 2041.10, Los Angeles County, California",06,037,204110,,14000US06037204110,0.27,0.1,0.54,0.42,0.07,57417,14095.51
06037204120,Census Tract 2041.20,"Census Tract 2041.20, Los Angeles County, California",06,037,204120,,14000US06037204120,0.26,0.13,0.43,0.42,0.06,52813,29213.35
06037204200,Census Tract 2042,"Census Tract 2042, Los Angeles County, California",06,037,204200,,14000US06037204200,0.31,0.07,0.32,0.57,0.05,32946,31445.96
06037204300,Census Tract 2043,"Census Tract 2043, Los Angeles County, California",06,037,204300,,14000US06037204300,0.28,0.12,0.43,0.54,0.09,41912,21916
06037204410,Census Tract 2044.10,"Census Tract 2044.10, Los Angeles County, California",06,037,204410,,14000US06037204410,0.3,0.14,0.53,0.55,0.03,47232,22464.59
06037204420,Census Tract 2044.20,"Census Tract 2044.20, Los Angeles County, California",06,037,204420,,14000US06037204420,0.26,0.06,0.52,0.51,0.06,29730,27043.89
06037204600,Census Tract 2046,"Census Tract 2046, Los Angeles County, California",06,037,204600,,14000US06037204600,0.26,0.12,0.32,0.51,0.09,31786,18730.24
06037204700,Census Tract 2047,"Census Tract 2047, Los Angeles County, California",06,037,204700,,14000US06037204700,0.28,0.12,0.39,0.41,0.09,54809,14114.66
06037204810,Census Tract 2048.10,"Census Tract 2048.10, Los Angeles County, California",06,037,204810,,14000US06037204810,0.27,0.09,0.36,0.5,0.07,46440,17756.65
06037204820,Census Tract 2048.20,"Census Tract 2048.20, Los Angeles County, California",06,037,204820,,14000US06037204820,0.26,0.12,0.56,0.45,0.02,40000,18129.85
06037204910,Census Tract 2049.10,"Census Tract 2049.10, Los Angeles County, California",06,037,204910,,14000US06037204910,0.25,0.12,0.32,0.55,0.07,38523,16694.06
06037204920,Census Tract 2049.20,"Census Tract 2049.20, Los Angeles County, California",06,037,204920,,14000US06037204920,0.3,0.14,0.32,0.52,0.06,39904,7829.974
06037205110,Census Tract 2051.10,"Census Tract 2051.10, Los Angeles County, California",06,037,205110,,14000US06037205110,0.32,0.04,0.35,0.61,0.05,47219,35235.72
06037205120,Census Tract 2051.20,"Census Tract 2051.20, Los Angeles County, California",06,037,205120,,14000US06037205120,0.33,0.09,0.45,0.59,0.03,26844,6267.71
06037206010,Census Tract 2060.10,"Census Tract 2060.10, Los Angeles County, California",06,037,206010,,14000US06037206010,0.2,0.16,0.73,0.49,0.08,42063,7526.312
06037206020,Census Tract 2060.20,"Census Tract 2060.20, Los Angeles County, California",06,037,206020,,14000US06037206020,0,0.01,0.61,0.34,0.01,100809,27480.36
06037206031,Census Tract 2060.31,"Census Tract 2060.31, Los Angeles County, California",06,037,206031,,14000US06037206031,0.06,0.04,0.52,0.04,0.03,99205,2329.954
06037206032,Census Tract 2060.32,"Census Tract 2060.32, Los Angeles County, California",06,037,206032,,14000US06037206032,0.28,0.16,0.54,0.46,0.05,30625,15357.59
06037206050,Census Tract 2060.50,"Census Tract 2060.50, Los Angeles County, California",06,037,206050,,14000US06037206050,0.19,0.27,0.47,0.44,0.1,23380,3200.792
06037206200,Census Tract 2062,"Census Tract 2062, Los Angeles County, California",06,037,206200,,14000US06037206200,0.04,0.26,0.8,0.16,0.09,23515,17905.72
06037206300,Census Tract 2063,"Census Tract 2063, Los Angeles County, California",06,037,206300,,14000US06037206300,0.01,0.11,0.68,0.25,0.37,9191,25632.92
06037207101,Census Tract 2071.01,"Census Tract 2071.01, Los Angeles County, California",06,037,207101,,14000US06037207101,0.15,0.18,0.8,0.25,0.1,39063,32070.39
06037207102,Census Tract 2071.02,"Census Tract 2071.02, Los Angeles County, California",06,037,207102,,14000US06037207102,0.14,0.28,0.89,0.41,0.11,30165,18259
06037207103,Census Tract 2071.03,"Census Tract 2071.03, Los Angeles County, California",06,037,207103,,14000US06037207103,0.14,0.26,0.9,0.45,0.14,29243,19121.47
06037207301,Census Tract 2073.01,"Census Tract 2073.01, Los Angeles County, California",06,037,207301,,14000US06037207301,0.04,0.17,0.52,0.12,0.04,51667,29572.85
06037207302,Census Tract 2073.02,"Census Tract 2073.02, Los Angeles County, California",06,037,207302,,14000US06037207302,0.03,0.07,0.54,0.07,0.08,39972,48594.88
06037207400,Census Tract 2074,"Census Tract 2074, Los Angeles County, California",06,037,207400,,14000US06037207400,0.03,0.04,0.6,0.11,0.11,87000,4618.992
06037207501,Census Tract 2075.01,"Census Tract 2075.01, Los Angeles County, California",06,037,207501,,14000US06037207501,0.06,0.1,0.67,0.01,0.08,60625,42283.71
06037207502,Census Tract 2075.02,"Census Tract 2075.02, Los Angeles County, California",06,037,207502,,14000US06037207502,0.03,0.5,0.74,0.21,0.04,18594,17878.21
06037207710,Census Tract 2077.10,"Census Tract 2077.10, Los Angeles County, California",06,037,207710,,14000US06037207710,0.04,0.11,0.57,0.08,0.04,100972,10976.42
06037207900,Census Tract 2079,"Census Tract 2079, Los Angeles County, California",06,037,207900,,14000US06037207900,0.07,0.05,0.61,0.04,0.05,92104,20540.73
06037208000,Census Tract 2080,"Census Tract 2080, Los Angeles County, California",06,037,208000,,14000US06037208000,0.21,0.06,0.8,0.32,0.1,37330,20022.89
06037208301,Census Tract 2083.01,"Census Tract 2083.01, Los Angeles County, California",06,037,208301,,14000US06037208301,0.28,0.03,0.72,0.56,0.05,50093,59849.33
06037208302,Census Tract 2083.02,"Census Tract 2083.02, Los Angeles County, California",06,037,208302,,14000US06037208302,0.25,0.08,0.55,0.43,0.08,38365,31017.36
06037208401,Census Tract 2084.01,"Census Tract 2084.01, Los Angeles County, California",06,037,208401,,14000US06037208401,0.22,0.14,0.78,0.47,0.06,31218,53733.02
06037208402,Census Tract 2084.02,"Census Tract 2084.02, Los Angeles County, California",06,037,208402,,14000US06037208402,0.23,0.08,0.73,0.32,0.06,45804,22012.05
06037208501,Census Tract 2085.01,"Census Tract 2085.01, Los Angeles County, California",06,037,208501,,14000US06037208501,0.14,0.14,0.79,0.25,0.07,56974,24140.81
06037208502,Census Tract 2085.02,"Census Tract 2085.02, Los Angeles County, California",06,037,208502,,14000US06037208502,0.25,0.09,0.69,0.44,0.07,41804,43298.26
06037208610,Census Tract 2086.10,"Census Tract 2086.10, Los Angeles County, California",06,037,208610,,14000US06037208610,0.14,0.1,0.79,0.31,0.12,52537,32184.65
06037208620,Census Tract 2086.20,"Census Tract 2086.20, Los Angeles County, California",06,037,208620,,14000US06037208620,0.2,0.12,0.81,0.18,0.11,48910,35504.12
06037208710,Census Tract 2087.10,"Census Tract 2087.10, Los Angeles County, California",06,037,208710,,14000US06037208710,0.17,0.12,0.85,0.1,0.05,69656,73847.65
06037208720,Census Tract 2087.20,"Census Tract 2087.20, Los Angeles County, California",06,037,208720,,14000US06037208720,0.22,0.06,0.46,0.43,0.09,32727,67903.55
06037208801,Census Tract 2088.01,"Census Tract 2088.01, Los Angeles County, California",06,037,208801,,14000US06037208801,0.16,0.19,0.62,0.36,0.01,33211,33468.78
06037208802,Census Tract 2088.02,"Census Tract 2088.02, Los Angeles County, California",06,037,208802,,14000US06037208802,0.2,0.13,0.63,0.24,0.1,34079,37583.27
06037208902,Census Tract 2089.02,"Census Tract 2089.02, Los Angeles County, California",06,037,208902,,14000US06037208902,0.25,0.04,0.6,0.73,0.07,34568,37882.56
06037208903,Census Tract 2089.03,"Census Tract 2089.03, Los Angeles County, California",06,037,208903,,14000US06037208903,0.23,0.08,0.54,0.62,0.07,31731,70648.75
06037208904,Census Tract 2089.04,"Census Tract 2089.04, Los Angeles County, California",06,037,208904,,14000US06037208904,0.26,0.13,0.61,0.65,0.06,27250,91904.66
06037209102,Census Tract 2091.02,"Census Tract 2091.02, Los Angeles County, California",06,037,209102,,14000US06037209102,0.25,0.08,0.63,0.45,0.06,29190,50550.52
06037209103,Census Tract 2091.03,"Census Tract 2091.03, Los Angeles County, California",06,037,209103,,14000US06037209103,0.31,0.06,0.55,0.63,0.08,29509,76833.98
06037209104,Census Tract 2091.04,"Census Tract 2091.04, Los Angeles County, California",06,037,209104,,14000US06037209104,0.28,0.06,0.6,0.5,0.06,30078,94776.43
06037209200,Census Tract 2092,"Census Tract 2092, Los Angeles County, California",06,037,209200,,14000US06037209200,0.16,0.06,0.66,0.13,0.04,54894,28627.32
06037209300,Census Tract 2093,"Census Tract 2093, Los Angeles County, California",06,037,209300,,14000US06037209300,0.23,0.07,0.65,0.43,0.04,30092,41304.18
06037209401,Census Tract 2094.01,"Census Tract 2094.01, Los Angeles County, California",06,037,209401,,14000US06037209401,0.25,0.11,0.56,0.46,0.06,30926,53705.89
06037209402,Census Tract 2094.02,"Census Tract 2094.02, Los Angeles County, California",06,037,209402,,14000US06037209402,0.27,0.06,0.57,0.71,0.08,32879,75341.3
06037209403,Census Tract 2094.03,"Census Tract 2094.03, Los Angeles County, California",06,037,209403,,14000US06037209403,0.22,0.15,0.61,0.48,0.1,27188,77737.69
06037209510,Census Tract 2095.10,"Census Tract 2095.10, Los Angeles County, California",06,037,209510,,14000US06037209510,0.24,0.1,0.66,0.48,0.08,30722,43657.54
06037209520,Census Tract 2095.20,"Census Tract 2095.20, Los Angeles County, California",06,037,209520,,14000US06037209520,0.27,0.08,0.48,0.54,0.12,33168,31336.69
06037209810,Census Tract 2098.10,"Census Tract 2098.10, Los Angeles County, California",06,037,209810,,14000US06037209810,0.18,0.21,0.58,0.5,0.12,30373,44840.64
06037209820,Census Tract 2098.20,"Census Tract 2098.20, Los Angeles County, California",06,037,209820,,14000US06037209820,0.34,0.05,0.58,0.56,0.12,31289,44437.31
06037210010,Census Tract 2100.10,"Census Tract 2100.10, Los Angeles County, California",06,037,210010,,14000US06037210010,0.21,0.14,0.78,0.46,0.04,31712,22551.43
06037211000,Census Tract 2110,"Census Tract 2110, Los Angeles County, California",06,037,211000,,14000US06037211000,0.23,0.14,0.42,0.02,0.06,127197,4995.217
06037211120,Census Tract 2111.20,"Census Tract 2111.20, Los Angeles County, California",06,037,211120,,14000US06037211120,0.14,0.1,0.86,0.16,0.09,52342,25736.51
06037211121,Census Tract 2111.21,"Census Tract 2111.21, Los Angeles County, California",06,037,211121,,14000US06037211121,0.17,0.11,0.66,0.14,0.04,48846,27277.56
06037211122,Census Tract 2111.22,"Census Tract 2111.22, Los Angeles County, California",06,037,211122,,14000US06037211122,0.21,0.07,0.67,0.2,0,50175,22410.18
06037211201,Census Tract 2112.01,"Census Tract 2112.01, Los Angeles County, California",06,037,211201,,14000US06037211201,0.16,0.1,0.66,0.38,0.04,44353,47611.37
06037211202,Census Tract 2112.02,"Census Tract 2112.02, Los Angeles County, California",06,037,211202,,14000US06037211202,0.17,0.1,0.59,0.32,0.03,41280,32366
06037211310,Census Tract 2113.10,"Census Tract 2113.10, Los Angeles County, California",06,037,211310,,14000US06037211310,0.26,0.09,0.7,0.45,0.04,42637,69684.56
06037211320,Census Tract 2113.20,"Census Tract 2113.20, Los Angeles County, California",06,037,211320,,14000US06037211320,0.24,0.07,0.66,0.31,0.07,31250,46398.76
06037211410,Census Tract 2114.10,"Census Tract 2114.10, Los Angeles County, California",06,037,211410,,14000US06037211410,0.18,0.09,0.76,0.23,0.06,43011,26168.35
06037211420,Census Tract 2114.20,"Census Tract 2114.20, Los Angeles County, California",06,037,211420,,14000US06037211420,0.2,0.09,0.68,0.24,0.02,44330,24284
06037211500,Census Tract 2115,"Census Tract 2115, Los Angeles County, California",06,037,211500,,14000US06037211500,0.17,0.15,0.69,0.16,0.06,66042,11895.23
06037211701,Census Tract 2117.01,"Census Tract 2117.01, Los Angeles County, California",06,037,211701,,14000US06037211701,0.19,0.18,0.62,0.05,0.07,75469,10319.91
06037211703,Census Tract 2117.03,"Census Tract 2117.03, Los Angeles County, California",06,037,211703,,14000US06037211703,0.17,0.1,0.65,0.2,0.03,52352,68101.68
06037211704,Census Tract 2117.04,"Census Tract 2117.04, Los Angeles County, California",06,037,211704,,14000US06037211704,0.11,0.19,0.75,0.14,0.08,43462,39155.46
06037211802,Census Tract 2118.02,"Census Tract 2118.02, Los Angeles County, California",06,037,211802,,14000US06037211802,0.19,0.15,0.75,0.21,0.02,43720,37264.07
06037211803,Census Tract 2118.03,"Census Tract 2118.03, Los Angeles County, California",06,037,211803,,14000US06037211803,0.18,0.05,0.84,0.07,0.04,53301,68699.8
06037211804,Census Tract 2118.04,"Census Tract 2118.04, Los Angeles County, California",06,037,211804,,14000US06037211804,0.15,0.15,0.86,0.1,0.05,41635,44861.48
06037211910,Census Tract 2119.10,"Census Tract 2119.10, Los Angeles County, California",06,037,211910,,14000US06037211910,0.18,0.06,0.57,0.29,0.08,46941,82055.27
06037211921,Census Tract 2119.21,"Census Tract 2119.21, Los Angeles County, California",06,037,211921,,14000US06037211921,0.19,0.07,0.79,0.34,0,35993,70461.98
06037211922,Census Tract 2119.22,"Census Tract 2119.22, Los Angeles County, California",06,037,211922,,14000US06037211922,0.2,0.05,0.72,0.21,0.03,49554,91144.34
06037212101,Census Tract 2121.01,"Census Tract 2121.01, Los Angeles County, California",06,037,212101,,14000US06037212101,0.14,0.11,0.76,0.2,0.02,51370,44430.46
06037212102,Census Tract 2121.02,"Census Tract 2121.02, Los Angeles County, California",06,037,212102,,14000US06037212102,0.18,0.27,0.8,0.2,0.04,27167,42794.75
06037212202,Census Tract 2122.02,"Census Tract 2122.02, Los Angeles County, California",06,037,212202,,14000US06037212202,0.22,0.09,0.68,0.43,0.1,39229,42950.09
06037212203,Census Tract 2122.03,"Census Tract 2122.03, Los Angeles County, California",06,037,212203,,14000US06037212203,0.12,0.19,0.72,0.53,0.07,27092,70988.61
06037212204,Census Tract 2122.04,"Census Tract 2122.04, Los Angeles County, California",06,037,212204,,14000US06037212204,0.26,0.1,0.73,0.43,0.05,34196,43542.07
06037212303,Census Tract 2123.03,"Census Tract 2123.03, Los Angeles County, California",06,037,212303,,14000US06037212303,0.19,0.05,0.68,0.36,0.07,41797,63848.63
06037212304,Census Tract 2123.04,"Census Tract 2123.04, Los Angeles County, California",06,037,212304,,14000US06037212304,0.24,0.1,0.66,0.36,0.1,30265,23069.58
06037212305,Census Tract 2123.05,"Census Tract 2123.05, Los Angeles County, California",06,037,212305,,14000US06037212305,0.27,0.06,0.76,0.4,0.09,37550,72504.71
06037212306,Census Tract 2123.06,"Census Tract 2123.06, Los Angeles County, California",06,037,212306,,14000US06037212306,0.24,0.09,0.78,0.28,0.08,40590,54592.23
06037212410,Census Tract 2124.10,"Census Tract 2124.10, Los Angeles County, California",06,037,212410,,14000US06037212410,0.16,0.08,0.87,0.28,0.07,46424,71146.37
06037212420,Census Tract 2124.20,"Census Tract 2124.20, Los Angeles County, California",06,037,212420,,14000US06037212420,0.24,0.1,0.87,0.29,0.05,40809,63497.62
06037212501,Census Tract 2125.01,"Census Tract 2125.01, Los Angeles County, California",06,037,212501,,14000US06037212501,0.15,0.11,0.65,0.26,0.04,39093,63126
06037212502,Census Tract 2125.02,"Census Tract 2125.02, Los Angeles County, California",06,037,212502,,14000US06037212502,0.11,0.14,0.8,0.22,0.03,47731,25528.76
06037212610,Census Tract 2126.10,"Census Tract 2126.10, Los Angeles County, California",06,037,212610,,14000US06037212610,0.17,0.13,0.8,0.16,0.04,43608,32248.31
06037212620,Census Tract 2126.20,"Census Tract 2126.20, Los Angeles County, California",06,037,212620,,14000US06037212620,0.17,0.11,0.81,0.21,0.04,43212,36675.49
06037212701,Census Tract 2127.01,"Census Tract 2127.01, Los Angeles County, California",06,037,212701,,14000US06037212701,0.16,0.24,0.8,0.21,0.05,47000,12552.38
06037212702,Census Tract 2127.02,"Census Tract 2127.02, Los Angeles County, California",06,037,212702,,14000US06037212702,0.12,0.2,0.75,0.08,0.06,73028,10682.07
06037212800,Census Tract 2128,"Census Tract 2128, Los Angeles County, California",06,037,212800,,14000US06037212800,0.15,0.18,0.66,0.18,0.05,49867,11745.34
06037212900,Census Tract 2129,"Census Tract 2129, Los Angeles County, California",06,037,212900,,14000US06037212900,0.23,0.1,0.63,0.27,0.04,43167,28193.03
06037213100,Census Tract 2131,"Census Tract 2131, Los Angeles County, California",06,037,213100,,14000US06037213100,0.19,0.14,0.83,0.23,0.04,44167,14535.54
06037213201,Census Tract 2132.01,"Census Tract 2132.01, Los Angeles County, California",06,037,213201,,14000US06037213201,0.23,0.16,0.84,0.29,0.09,32819,30404.77
06037213202,Census Tract 2132.02,"Census Tract 2132.02, Los Angeles County, California",06,037,213202,,14000US06037213202,0.18,0.13,0.82,0.36,0.07,38899,30213.1
06037213310,Census Tract 2133.10,"Census Tract 2133.10, Los Angeles County, California",06,037,213310,,14000US06037213310,0.15,0.11,0.86,0.38,0.04,48333,25021.11
06037213320,Census Tract 2133.20,"Census Tract 2133.20, Los Angeles County, California",06,037,213320,,14000US06037213320,0.15,0.16,0.79,0.31,0.03,26759,20532.76
06037213401,Census Tract 2134.01,"Census Tract 2134.01, Los Angeles County, California",06,037,213401,,14000US06037213401,0.23,0.08,0.62,0.39,0.06,33607,64175.18
06037213402,Census Tract 2134.02,"Census Tract 2134.02, Los Angeles County, California",06,037,213402,,14000US06037213402,0.24,0.09,0.68,0.35,0.07,42766,32103.36
06037214000,Census Tract 2140,"Census Tract 2140, Los Angeles County, California",06,037,214000,,14000US06037214000,0.34,0.16,0.09,0.06,0.08,120625,10951.03
06037214100,Census Tract 2141,"Census Tract 2141, Los Angeles County, California",06,037,214100,,14000US06037214100,0.23,0.14,0.13,0.02,0.03,100824,8571.909
06037214400,Census Tract 2144,"Census Tract 2144, Los Angeles County, California",06,037,214400,,14000US06037214400,0.09,0.04,0.13,0.03,0.09,77708,21938.72
06037214501,Census Tract 2145.01,"Census Tract 2145.01, Los Angeles County, California",06,037,214501,,14000US06037214501,0.17,0.1,0.43,0.03,0.06,87364,9301.792
06037214502,Census Tract 2145.02,"Census Tract 2145.02, Los Angeles County, California",06,037,214502,,14000US06037214502,0.19,0.06,0.47,0.01,0.07,60093,53015.76
06037214503,Census Tract 2145.03,"Census Tract 2145.03, Los Angeles County, California",06,037,214503,,14000US06037214503,0.17,0.12,0.53,0.03,0.03,75294,38150.69
06037214600,Census Tract 2146,"Census Tract 2146, Los Angeles County, California",06,037,214600,,14000US06037214600,0.08,0.16,0.21,0.03,0.05,102868,10619.54
06037214700,Census Tract 2147,"Census Tract 2147, Los Angeles County, California",06,037,214700,,14000US06037214700,0.11,0.25,0.19,0.05,0.06,96579,10537.33
06037214800,Census Tract 2148,"Census Tract 2148, Los Angeles County, California",06,037,214800,,14000US06037214800,0.13,0.14,0.19,0.05,0.05,108648,12629.29
06037214901,Census Tract 2149.01,"Census Tract 2149.01, Los Angeles County, California",06,037,214901,,14000US06037214901,0.03,0.15,0.26,0.06,0.03,71844,26920.63
06037214902,Census Tract 2149.02,"Census Tract 2149.02, Los Angeles County, California",06,037,214902,,14000US06037214902,0.1,0.19,0.28,0.03,0.05,84840,13021.66
06037215101,Census Tract 2151.01,"Census Tract 2151.01, Los Angeles County, California",06,037,215101,,14000US06037215101,0.07,0.05,0.35,0,0.03,67888,22202.74
06037215102,Census Tract 2151.02,"Census Tract 2151.02, Los Angeles County, California",06,037,215102,,14000US06037215102,0.06,0.06,0.27,0.01,0.04,69979,30745.01
06037216100,Census Tract 2161,"Census Tract 2161, Los Angeles County, California",06,037,216100,,14000US06037216100,0.15,0.19,0.4,0.06,0.03,104604,8253.05
06037216200,Census Tract 2162,"Census Tract 2162, Los Angeles County, California",06,037,216200,,14000US06037216200,0.14,0.1,0.58,0.08,0.03,88854,15517.06
06037216300,Census Tract 2163,"Census Tract 2163, Los Angeles County, California",06,037,216300,,14000US06037216300,0.13,0.13,0.36,0.03,0.04,94620,8885.905
06037216401,Census Tract 2164.01,"Census Tract 2164.01, Los Angeles County, California",06,037,216401,,14000US06037216401,0.15,0.13,0.18,0.03,0.05,75597,23740.17
06037216402,Census Tract 2164.02,"Census Tract 2164.02, Los Angeles County, California",06,037,216402,,14000US06037216402,0.09,0.21,0.26,0.06,0.01,75000,28457.44
06037216700,Census Tract 2167,"Census Tract 2167, Los Angeles County, California",06,037,216700,,14000US06037216700,0.14,0.14,0.56,0.08,0.05,79730,12767.68
06037216800,Census Tract 2168,"Census Tract 2168, Los Angeles County, California",06,037,216800,,14000US06037216800,0.22,0.12,0.35,0.08,0.05,91821,11212.83
06037216900,Census Tract 2169,"Census Tract 2169, Los Angeles County, California",06,037,216900,,14000US06037216900,0.12,0.15,0.5,0.08,0.06,89547,11561.44
06037217001,Census Tract 2170.01,"Census Tract 2170.01, Los Angeles County, California",06,037,217001,,14000US06037217001,0.35,0.12,0.12,0.03,0.04,87250,12861.76
06037217002,Census Tract 2170.02,"Census Tract 2170.02, Los Angeles County, California",06,037,217002,,14000US06037217002,0.25,0.09,0.18,0.06,0.03,87934,15576.75
06037217100,Census Tract 2171,"Census Tract 2171, Los Angeles County, California",06,037,217100,,14000US06037217100,0.15,0.12,0.49,0.19,0.02,67414,17940.01
